Date,Metric,Region,Product Category,Customer Segment,Marketing Channel,Product Seasonality,customer_segment,Value,YearMonth
2024-08-17,Customer Engagement Score,North,Wine,Medium-Value,Email,Summer,High Value,136.47,2024-08
2024-08-18,Customer Engagement Score,North,Wine,Medium-Value,Social Media,Fall,Low Value,52.38,2024-08
2024-08-19,Customer Engagement Score,North,Wine,Medium-Value,SMS,Spring,Mid Value,145.87,2024-08
2024-08-20,Customer Engagement Score,North,Wine,Medium-Value,Direct Mail,Summer,Low Value,137.34,2024-08
2024-08-21,Customer Engagement Score,North,Wine,Low-Value,Email,Spring,Mid Value,61.91,2024-08
2024-08-22,Customer Engagement Score,North,Wine,Low-Value,Social Media,Spring,Mid Value,65.65,2024-08
2024-08-23,Customer Engagement Score,North,Wine,Low-Value,SMS,Fall,High Value,98.85,2024-08
2024-08-24,Customer Engagement Score,North,Wine,Low-Value,Direct Mail,Spring,High Value,148.64,2024-08
2024-08-25,Customer Engagement Score,North,Spirits,High-Value,Email,Summer,Mid Value,101.82,2024-08
2024-08-26,Customer Engagement Score,North,Spirits,High-Value,Social Media,Winter,Low Value,103.94,2024-08
2024-08-27,Customer Engagement Score,North,Spirits,High-Value,SMS,Fall,High Value,81.29,2024-08
2024-08-28,Customer Engagement Score,North,Spirits,High-Value,Direct Mail,Summer,Mid Value,60.16,2024-08
2024-08-29,Customer Engagement Score,North,Spirits,Medium-Value,Email,Fall,Mid Value,70.49,2024-08
2024-08-30,Customer Engagement Score,North,Spirits,Medium-Value,Social Media,Fall,Low Value,142.86,2024-08
2024-08-01,CLV,North,Beer,High-Value,Email,Summer,Low Value,91.15,2024-08
2024-08-02,CLV,North,Beer,High-Value,Social Media,Fall,Low Value,144.14,2024-08
2024-08-03,CLV,North,Beer,High-Value,SMS,Spring,Low Value,135.24,2024-08
2024-08-04,CLV,North,Beer,High-Value,Direct Mail,Winter,High Value,83.53,2024-08
2024-08-05,CLV,North,Beer,Medium-Value,Email,Summer,Low Value,102.18,2024-08
2024-08-06,CLV,North,Beer,Medium-Value,Social Media,Fall,High Value,71.97,2024-08
2024-08-07,CLV,North,Beer,Medium-Value,SMS,Spring,Low Value,54.25,2024-08
2024-08-08,CLV,North,Beer,Medium-Value,Direct Mail,Fall,High Value,91.89,2024-08
2024-08-09,CLV,North,Beer,Low-Value,Email,Spring,Low Value,85.49,2024-08
2024-08-10,CLV,North,Beer,Low-Value,Social Media,Summer,High Value,68.08,2024-08
2024-08-11,CLV,North,Beer,Low-Value,SMS,Winter,Mid Value,58.97,2024-08
2024-08-12,CLV,North,Beer,Low-Value,Direct Mail,Winter,Low Value,149.48,2024-08
2024-08-13,CLV,North,Wine,High-Value,Email,Winter,Mid Value,105.57,2024-08
2024-08-14,CLV,North,Wine,High-Value,Social Media,Fall,Low Value,133.5,2024-08
2024-08-15,CLV,North,Wine,High-Value,SMS,Fall,Mid Value,148.92,2024-08
2024-08-16,CLV,North,Wine,High-Value,Direct Mail,Summer,High Value,149.09,2024-08
2024-08-17,CLV,North,Wine,Medium-Value,Email,Fall,High Value,75.35,2024-08
2024-08-18,CLV,North,Wine,Medium-Value,Social Media,Summer,High Value,77.17,2024-08
2024-08-19,CLV,North,Wine,Medium-Value,SMS,Summer,Low Value,135.29,2024-08
2024-08-20,CLV,North,Wine,Medium-Value,Direct Mail,Spring,Mid Value,113.11,2024-08
2024-08-21,CLV,North,Wine,Low-Value,Email,Winter,Mid Value,120.87,2024-08
2024-08-22,CLV,North,Wine,Low-Value,Social Media,Spring,Low Value,134.13,2024-08
2024-08-23,CLV,North,Wine,Low-Value,SMS,Spring,High Value,119.78,2024-08
2024-08-24,CLV,North,Wine,Low-Value,Direct Mail,Spring,High Value,138.52,2024-08
2024-08-25,CLV,North,Spirits,High-Value,Email,Fall,Low Value,88.11,2024-08
2024-08-26,CLV,North,Spirits,High-Value,Social Media,Summer,Low Value,99.27,2024-08
2024-08-27,CLV,North,Spirits,High-Value,SMS,Winter,Low Value,84.64,2024-08
2024-08-28,CLV,North,Spirits,High-Value,Direct Mail,Spring,Low Value,138.87,2024-08
2024-08-29,CLV,North,Spirits,Medium-Value,Email,Winter,High Value,101.61,2024-08
2024-08-30,CLV,North,Spirits,Medium-Value,Social Media,Fall,High Value,77.67,2024-08
2024-08-01,Repeat Purchase Rate,North,Beer,High-Value,Email,Spring,Mid Value,100.32,2024-08
2024-08-02,Repeat Purchase Rate,North,Beer,High-Value,Social Media,Winter,Low Value,137.75,2024-08
2024-08-03,Repeat Purchase Rate,North,Beer,High-Value,SMS,Winter,Mid Value,88.49,2024-08
2024-08-04,Repeat Purchase Rate,North,Beer,High-Value,Direct Mail,Winter,Mid Value,93.17,2024-08
2024-08-05,Repeat Purchase Rate,North,Beer,Medium-Value,Email,Winter,High Value,91.13,2024-08
2024-08-06,Repeat Purchase Rate,North,Beer,Medium-Value,Social Media,Winter,Mid Value,149.98,2024-08
2024-08-07,Repeat Purchase Rate,North,Beer,Medium-Value,SMS,Summer,High Value,70.85,2024-08
2024-08-08,Repeat Purchase Rate,North,Beer,Medium-Value,Direct Mail,Spring,Low Value,54.23,2024-08
2024-08-09,Repeat Purchase Rate,North,Beer,Low-Value,Email,Spring,Low Value,104.46,2024-08
2024-08-10,Repeat Purchase Rate,North,Beer,Low-Value,Social Media,Winter,Mid Value,119.53,2024-08
2024-08-11,Repeat Purchase Rate,North,Beer,Low-Value,SMS,Summer,Low Value,75.91,2024-08
2024-08-12,Repeat Purchase Rate,North,Beer,Low-Value,Direct Mail,Winter,High Value,149.05,2024-08
2024-08-13,Repeat Purchase Rate,North,Wine,High-Value,Email,Fall,Mid Value,126.08,2024-08
2024-08-14,Repeat Purchase Rate,North,Wine,High-Value,Social Media,Summer,High Value,129.33,2024-08
2024-08-15,Repeat Purchase Rate,North,Wine,High-Value,SMS,Spring,Mid Value,116.78,2024-08
2024-08-16,Repeat Purchase Rate,North,Wine,High-Value,Direct Mail,Winter,Low Value,143.92,2024-08
2024-08-17,Repeat Purchase Rate,North,Wine,Medium-Value,Email,Summer,Mid Value,73.75,2024-08
2024-08-18,Repeat Purchase Rate,North,Wine,Medium-Value,Social Media,Spring,High Value,125.83,2024-08
2024-08-19,Repeat Purchase Rate,North,Wine,Medium-Value,SMS,Summer,Mid Value,67.78,2024-08
2024-08-20,Repeat Purchase Rate,North,Wine,Medium-Value,Direct Mail,Winter,Mid Value,118.3,2024-08
2024-08-21,Repeat Purchase Rate,North,Wine,Low-Value,Email,Summer,Low Value,99.97,2024-08
2024-08-22,Repeat Purchase Rate,North,Wine,Low-Value,Social Media,Spring,Low Value,106.27,2024-08
2024-08-23,Repeat Purchase Rate,North,Wine,Low-Value,SMS,Spring,High Value,68.56,2024-08
2024-08-24,Repeat Purchase Rate,North,Wine,Low-Value,Direct Mail,Spring,Mid Value,75.79,2024-08
2024-08-25,Repeat Purchase Rate,North,Spirits,High-Value,Email,Summer,Mid Value,100.4,2024-08
2024-08-26,Repeat Purchase Rate,North,Spirits,High-Value,Social Media,Summer,Mid Value,56.76,2024-08
2024-08-27,Repeat Purchase Rate,North,Spirits,High-Value,SMS,Fall,Mid Value,148.44,2024-08
2024-08-28,Repeat Purchase Rate,North,Spirits,High-Value,Direct Mail,Summer,Low Value,136.73,2024-08
2024-08-29,Repeat Purchase Rate,North,Spirits,Medium-Value,Email,Spring,High Value,101.15,2024-08
2024-08-30,Repeat Purchase Rate,North,Spirits,Medium-Value,Social Media,Spring,Low Value,69.28,2024-08
2024-08-01,Campaign Conversion Rate,North,Beer,High-Value,Email,Winter,Mid Value,109.77,2024-08
2024-08-02,Campaign Conversion Rate,North,Beer,High-Value,Social Media,Fall,Mid Value,89.84,2024-08
2024-08-03,Campaign Conversion Rate,North,Beer,High-Value,SMS,Spring,Low Value,226.99,2024-08
2024-08-04,Campaign Conversion Rate,North,Beer,High-Value,Direct Mail,Summer,Mid Value,58.24,2024-08
2024-08-05,Campaign Conversion Rate,North,Beer,Medium-Value,Email,Spring,Mid Value,51.06,2024-08
2024-08-06,Campaign Conversion Rate,North,Beer,Medium-Value,Social Media,Fall,Mid Value,180.9,2024-08
2024-08-07,Campaign Conversion Rate,North,Beer,Medium-Value,SMS,Fall,Low Value,68.68,2024-08
2024-08-08,Campaign Conversion Rate,North,Beer,Medium-Value,Direct Mail,Summer,Mid Value,117.94,2024-08
2024-08-09,Campaign Conversion Rate,North,Beer,Low-Value,Email,Fall,Low Value,54.05,2024-08
2024-08-10,Campaign Conversion Rate,North,Beer,Low-Value,Social Media,Spring,High Value,134.2,2024-08
2024-08-11,Campaign Conversion Rate,North,Beer,Low-Value,SMS,Spring,Low Value,133,2024-08
2024-08-12,Campaign Conversion Rate,North,Beer,Low-Value,Direct Mail,Summer,Low Value,138.89,2024-08
2024-08-13,Campaign Conversion Rate,North,Wine,High-Value,Email,Fall,Low Value,51.34,2024-08
2024-08-14,Campaign Conversion Rate,North,Wine,High-Value,Social Media,Winter,Mid Value,144.18,2024-08
2024-08-15,Campaign Conversion Rate,North,Wine,High-Value,SMS,Summer,Low Value,73.14,2024-08
2024-08-16,Campaign Conversion Rate,North,Wine,High-Value,Direct Mail,Spring,High Value,96.66,2024-08
2024-08-17,Campaign Conversion Rate,North,Wine,Medium-Value,Email,Summer,Low Value,64.96,2024-08
2024-08-18,Campaign Conversion Rate,North,Wine,Medium-Value,Social Media,Winter,Low Value,79.13,2024-08
2024-08-19,Campaign Conversion Rate,North,Wine,Medium-Value,SMS,Winter,Mid Value,142.03,2024-08
2024-08-20,Campaign Conversion Rate,North,Wine,Medium-Value,Direct Mail,Summer,High Value,86.51,2024-08
2024-08-21,Campaign Conversion Rate,North,Wine,Low-Value,Email,Spring,Mid Value,102.95,2024-08
2024-08-22,Campaign Conversion Rate,North,Wine,Low-Value,Social Media,Summer,Low Value,112.28,2024-08
2024-08-23,Campaign Conversion Rate,North,Wine,Low-Value,SMS,Summer,Mid Value,134.48,2024-08
2024-08-24,Campaign Conversion Rate,North,Wine,Low-Value,Direct Mail,Spring,High Value,143.23,2024-08
2024-08-25,Campaign Conversion Rate,North,Spirits,High-Value,Email,Spring,Mid Value,123.39,2024-08
2024-08-26,Campaign Conversion Rate,North,Spirits,High-Value,Social Media,Summer,Low Value,81.78,2024-08
2024-08-27,Campaign Conversion Rate,North,Spirits,High-Value,SMS,Spring,High Value,124.79,2024-08
2024-08-28,Campaign Conversion Rate,North,Spirits,High-Value,Direct Mail,Summer,Mid Value,138.3,2024-08
2024-08-29,Campaign Conversion Rate,North,Spirits,Medium-Value,Email,Summer,Low Value,119.2,2024-08
2024-08-30,Campaign Conversion Rate,North,Spirits,Medium-Value,Social Media,Summer,Mid Value,65.15,2024-08
2024-09-01,Product Affinity Score,North,Beer,High-Value,Email,Spring,High Value,132.59,2024-09
2024-09-02,Product Affinity Score,North,Beer,High-Value,Social Media,Fall,High Value,88.42,2024-09
2024-09-03,Product Affinity Score,North,Beer,High-Value,SMS,Winter,Mid Value,133.69,2024-09
2024-09-04,Product Affinity Score,North,Beer,High-Value,Direct Mail,Spring,Mid Value,76.68,2024-09
2024-09-05,Product Affinity Score,North,Beer,Medium-Value,Email,Fall,High Value,51.61,2024-09
2024-09-06,Product Affinity Score,North,Beer,Medium-Value,Social Media,Spring,High Value,79.26,2024-09
2024-09-07,Product Affinity Score,North,Beer,Medium-Value,SMS,Winter,Mid Value,56.4,2024-09
2024-09-08,Product Affinity Score,North,Beer,Medium-Value,Direct Mail,Winter,Low Value,68.11,2024-09
2024-09-09,Product Affinity Score,North,Beer,Low-Value,Email,Summer,Mid Value,111.58,2024-09
2024-09-10,Product Affinity Score,North,Beer,Low-Value,Social Media,Winter,High Value,75.05,2024-09
2024-09-11,Product Affinity Score,North,Beer,Low-Value,SMS,Winter,Mid Value,59.67,2024-09
2024-09-12,Product Affinity Score,North,Beer,Low-Value,Direct Mail,Summer,Mid Value,139.77,2024-09
2024-09-13,Product Affinity Score,North,Wine,High-Value,Email,Summer,Low Value,114.77,2024-09
2024-09-14,Product Affinity Score,North,Wine,High-Value,Social Media,Spring,High Value,285.32,2024-09
2024-09-15,Product Affinity Score,North,Wine,High-Value,SMS,Spring,High Value,59.9,2024-09
2024-09-16,Product Affinity Score,North,Wine,High-Value,Direct Mail,Summer,Mid Value,75.28,2024-09
2024-09-17,Product Affinity Score,North,Wine,Medium-Value,Email,Winter,Low Value,114.59,2024-09
2024-09-18,Product Affinity Score,North,Wine,Medium-Value,Social Media,Fall,High Value,75.05,2024-09
2024-09-19,Product Affinity Score,North,Wine,Medium-Value,SMS,Fall,Mid Value,84.15,2024-09
2024-09-20,Product Affinity Score,North,Wine,Medium-Value,Direct Mail,Summer,High Value,129.86,2024-09
2024-09-21,Product Affinity Score,North,Wine,Low-Value,Email,Summer,Mid Value,69.98,2024-09
2024-09-22,Product Affinity Score,North,Wine,Low-Value,Social Media,Fall,High Value,65.72,2024-09
2024-09-23,Product Affinity Score,North,Wine,Low-Value,SMS,Spring,Low Value,86.6,2024-09
2024-09-24,Product Affinity Score,North,Wine,Low-Value,Direct Mail,Fall,High Value,63.18,2024-09
2024-09-25,Product Affinity Score,North,Spirits,High-Value,Email,Winter,High Value,99.4,2024-09
2024-09-26,Product Affinity Score,North,Spirits,High-Value,Social Media,Winter,High Value,106.87,2024-09
2024-09-27,Product Affinity Score,North,Spirits,High-Value,SMS,Spring,High Value,93.5,2024-09
2024-09-28,Product Affinity Score,North,Spirits,High-Value,Direct Mail,Winter,High Value,64.1,2024-09
2024-09-29,Product Affinity Score,North,Spirits,Medium-Value,Email,Fall,Mid Value,138.59,2024-09
2024-09-30,Product Affinity Score,North,Spirits,Medium-Value,Social Media,Summer,Low Value,61.35,2024-09
2024-09-01,Customer Engagement Score,North,Beer,High-Value,Email,Winter,Low Value,97.87,2024-09
2024-09-02,Customer Engagement Score,North,Beer,High-Value,Social Media,Winter,High Value,128.53,2024-09
2024-09-03,Customer Engagement Score,North,Beer,High-Value,SMS,Spring,Mid Value,85.47,2024-09
2024-09-04,Customer Engagement Score,North,Beer,High-Value,Direct Mail,Winter,Low Value,147.58,2024-09
2024-09-05,Customer Engagement Score,North,Beer,Medium-Value,Email,Summer,Mid Value,106.57,2024-09
2024-09-06,Customer Engagement Score,North,Beer,Medium-Value,Social Media,Winter,Low Value,108.45,2024-09
2024-09-07,Customer Engagement Score,North,Beer,Medium-Value,SMS,Summer,Low Value,80.22,2024-09
2024-09-08,Customer Engagement Score,North,Beer,Medium-Value,Direct Mail,Spring,High Value,75.27,2024-09
2024-09-09,Customer Engagement Score,North,Beer,Low-Value,Email,Winter,High Value,104.2,2024-09
2024-09-10,Customer Engagement Score,North,Beer,Low-Value,Social Media,Fall,Low Value,110.86,2024-09
2024-09-11,Customer Engagement Score,North,Beer,Low-Value,SMS,Fall,Mid Value,92.12,2024-09
2024-09-12,Customer Engagement Score,North,Beer,Low-Value,Direct Mail,Winter,Low Value,97.62,2024-09
2024-09-13,Customer Engagement Score,North,Wine,High-Value,Email,Fall,High Value,93.96,2024-09
2024-09-14,Customer Engagement Score,North,Wine,High-Value,Social Media,Winter,High Value,55.04,2024-09
2024-09-15,Customer Engagement Score,North,Wine,High-Value,SMS,Summer,High Value,135.14,2024-09
2024-09-16,Customer Engagement Score,North,Wine,High-Value,Direct Mail,Winter,High Value,149.73,2024-09
2024-09-17,Customer Engagement Score,North,Wine,Medium-Value,Email,Summer,Mid Value,107.54,2024-09
2024-09-18,Customer Engagement Score,North,Wine,Medium-Value,Social Media,Spring,Low Value,106.38,2024-09
2024-09-19,Customer Engagement Score,North,Wine,Medium-Value,SMS,Summer,High Value,135.61,2024-09
2024-09-20,Customer Engagement Score,North,Wine,Medium-Value,Direct Mail,Spring,High Value,94.97,2024-09
2024-09-21,Customer Engagement Score,North,Wine,Low-Value,Email,Spring,Low Value,64.08,2024-09
2024-09-22,Customer Engagement Score,North,Wine,Low-Value,Social Media,Spring,Mid Value,81.22,2024-09
2024-09-23,Customer Engagement Score,North,Wine,Low-Value,SMS,Summer,High Value,117.1,2024-09
2024-09-24,Customer Engagement Score,North,Wine,Low-Value,Direct Mail,Winter,Low Value,257.64,2024-09
2024-09-25,Customer Engagement Score,North,Spirits,High-Value,Email,Fall,Mid Value,112.79,2024-09
2024-09-26,Customer Engagement Score,North,Spirits,High-Value,Social Media,Summer,High Value,103.74,2024-09
2024-09-27,Customer Engagement Score,North,Spirits,High-Value,SMS,Spring,Mid Value,55.62,2024-09
2024-09-28,Customer Engagement Score,North,Spirits,High-Value,Direct Mail,Spring,Mid Value,126.46,2024-09
2024-09-29,Customer Engagement Score,North,Spirits,Medium-Value,Email,Winter,High Value,127.01,2024-09
2024-09-30,Customer Engagement Score,North,Spirits,Medium-Value,Social Media,Summer,High Value,147.54,2024-09
2024-09-01,CLV,North,Beer,High-Value,Email,Fall,High Value,52.63,2024-09
2024-09-02,CLV,North,Beer,High-Value,Social Media,Spring,Mid Value,125.86,2024-09
2024-09-03,CLV,North,Beer,High-Value,SMS,Winter,Low Value,115.15,2024-09
2024-09-04,CLV,North,Beer,High-Value,Direct Mail,Winter,High Value,149.19,2024-09
2024-09-05,CLV,North,Beer,Medium-Value,Email,Fall,High Value,99.1,2024-09
2024-09-06,CLV,North,Beer,Medium-Value,Social Media,Spring,High Value,65.98,2024-09
2024-09-07,CLV,North,Beer,Medium-Value,SMS,Winter,Low Value,65.55,2024-09
2024-09-08,CLV,North,Beer,Medium-Value,Direct Mail,Summer,High Value,144.68,2024-09
2024-09-09,CLV,North,Beer,Low-Value,Email,Summer,High Value,113.97,2024-09
2024-09-10,CLV,North,Beer,Low-Value,Social Media,Summer,Mid Value,131.56,2024-09
2024-09-11,CLV,North,Beer,Low-Value,SMS,Fall,High Value,50.03,2024-09
2024-09-12,CLV,North,Beer,Low-Value,Direct Mail,Winter,Mid Value,124.68,2024-09
2024-09-13,CLV,North,Wine,High-Value,Email,Fall,Mid Value,140.29,2024-09
2024-09-14,CLV,North,Wine,High-Value,Social Media,Spring,Low Value,102.39,2024-09
2024-09-15,CLV,North,Wine,High-Value,SMS,Fall,Mid Value,149.65,2024-09
2024-09-16,CLV,North,Wine,High-Value,Direct Mail,Spring,High Value,82.46,2024-09
2024-09-17,CLV,North,Wine,Medium-Value,Email,Fall,Low Value,139.59,2024-09
2024-09-18,CLV,North,Wine,Medium-Value,Social Media,Summer,High Value,60.56,2024-09
2024-09-19,CLV,North,Wine,Medium-Value,SMS,Spring,Low Value,123.1,2024-09
2024-09-20,CLV,North,Wine,Medium-Value,Direct Mail,Fall,Low Value,54.82,2024-09
2024-09-21,CLV,North,Wine,Low-Value,Email,Summer,Low Value,119.86,2024-09
2024-09-22,CLV,North,Wine,Low-Value,Social Media,Summer,High Value,116.66,2024-09
2024-09-23,CLV,North,Wine,Low-Value,SMS,Fall,Low Value,87.43,2024-09
2024-09-24,CLV,North,Wine,Low-Value,Direct Mail,Spring,Low Value,66.29,2024-09
2024-09-25,CLV,North,Spirits,High-Value,Email,Winter,Low Value,54.33,2024-09
2024-09-26,CLV,North,Spirits,High-Value,Social Media,Spring,Mid Value,87.99,2024-09
2024-09-27,CLV,North,Spirits,High-Value,SMS,Spring,Mid Value,115.31,2024-09
2024-09-28,CLV,North,Spirits,High-Value,Direct Mail,Winter,Mid Value,115.21,2024-09
2024-09-29,CLV,North,Spirits,Medium-Value,Email,Fall,High Value,68.03,2024-09
2024-09-30,CLV,North,Spirits,Medium-Value,Social Media,Fall,Mid Value,114.14,2024-09
2024-09-01,Repeat Purchase Rate,North,Beer,High-Value,Email,Spring,Low Value,75.9,2024-09
2024-09-02,Repeat Purchase Rate,North,Beer,High-Value,Social Media,Winter,Mid Value,101.51,2024-09
2024-09-03,Repeat Purchase Rate,North,Beer,High-Value,SMS,Summer,Mid Value,53.57,2024-09
2024-09-04,Repeat Purchase Rate,North,Beer,High-Value,Direct Mail,Fall,High Value,97.92,2024-09
2024-09-05,Repeat Purchase Rate,North,Beer,Medium-Value,Email,Fall,High Value,62.02,2024-09
2024-09-06,Repeat Purchase Rate,North,Beer,Medium-Value,Social Media,Summer,Low Value,143.94,2024-09
2024-09-07,Repeat Purchase Rate,North,Beer,Medium-Value,SMS,Spring,Low Value,84.9,2024-09
2024-09-08,Repeat Purchase Rate,North,Beer,Medium-Value,Direct Mail,Summer,High Value,58.32,2024-09
2024-09-09,Repeat Purchase Rate,North,Beer,Low-Value,Email,Winter,Mid Value,147.22,2024-09
2024-09-10,Repeat Purchase Rate,North,Beer,Low-Value,Social Media,Summer,Mid Value,97.12,2024-09
2024-09-11,Repeat Purchase Rate,North,Beer,Low-Value,SMS,Spring,High Value,70.21,2024-09
2024-09-12,Repeat Purchase Rate,North,Beer,Low-Value,Direct Mail,Fall,Low Value,141.17,2024-09
2024-09-13,Repeat Purchase Rate,North,Wine,High-Value,Email,Winter,Low Value,126.62,2024-09
2024-09-14,Repeat Purchase Rate,North,Wine,High-Value,Social Media,Spring,High Value,116.18,2024-09
2024-09-15,Repeat Purchase Rate,North,Wine,High-Value,SMS,Winter,High Value,118.54,2024-09
2024-09-16,Repeat Purchase Rate,North,Wine,High-Value,Direct Mail,Fall,Low Value,73.7,2024-09
2024-09-17,Repeat Purchase Rate,North,Wine,Medium-Value,Email,Summer,Mid Value,97.34,2024-09
2024-09-18,Repeat Purchase Rate,North,Wine,Medium-Value,Social Media,Spring,High Value,130.19,2024-09
2024-09-19,Repeat Purchase Rate,North,Wine,Medium-Value,SMS,Fall,Low Value,143.73,2024-09
2024-09-20,Repeat Purchase Rate,North,Wine,Medium-Value,Direct Mail,Fall,High Value,114.92,2024-09
2024-09-21,Repeat Purchase Rate,North,Wine,Low-Value,Email,Spring,High Value,140.36,2024-09
2024-09-22,Repeat Purchase Rate,North,Wine,Low-Value,Social Media,Spring,Mid Value,115.62,2024-09
2024-09-23,Repeat Purchase Rate,North,Wine,Low-Value,SMS,Fall,Mid Value,85.49,2024-09
2024-09-24,Repeat Purchase Rate,North,Wine,Low-Value,Direct Mail,Fall,Mid Value,135.07,2024-09
2024-09-25,Repeat Purchase Rate,North,Spirits,High-Value,Email,Spring,Low Value,50.75,2024-09
2024-09-26,Repeat Purchase Rate,North,Spirits,High-Value,Social Media,Fall,Low Value,78.13,2024-09
2024-09-27,Repeat Purchase Rate,North,Spirits,High-Value,SMS,Summer,Mid Value,146.71,2024-09
2024-09-28,Repeat Purchase Rate,North,Spirits,High-Value,Direct Mail,Spring,Low Value,97.13,2024-09
2024-09-29,Repeat Purchase Rate,North,Spirits,Medium-Value,Email,Winter,Low Value,59.29,2024-09
2024-09-30,Repeat Purchase Rate,North,Spirits,Medium-Value,Social Media,Winter,Mid Value,81.71,2024-09
2024-09-01,Campaign Conversion Rate,North,Beer,High-Value,Email,Spring,High Value,52.98,2024-09
2024-09-02,Campaign Conversion Rate,North,Beer,High-Value,Social Media,Winter,Mid Value,130.42,2024-09
2024-09-03,Campaign Conversion Rate,North,Beer,High-Value,SMS,Fall,Mid Value,76.96,2024-09
2024-09-04,Campaign Conversion Rate,North,Beer,High-Value,Direct Mail,Fall,Mid Value,76.97,2024-09
2024-09-05,Campaign Conversion Rate,North,Beer,Medium-Value,Email,Summer,High Value,111.03,2024-09
2024-09-06,Campaign Conversion Rate,North,Beer,Medium-Value,Social Media,Fall,Mid Value,140.51,2024-09
2024-09-07,Campaign Conversion Rate,North,Beer,Medium-Value,SMS,Winter,Mid Value,262.69,2024-09
2024-09-08,Campaign Conversion Rate,North,Beer,Medium-Value,Direct Mail,Winter,Mid Value,156.23,2024-09
2024-09-09,Campaign Conversion Rate,North,Beer,Low-Value,Email,Winter,Mid Value,119.34,2024-09
2024-09-10,Campaign Conversion Rate,North,Beer,Low-Value,Social Media,Winter,Low Value,75.67,2024-09
2024-09-11,Campaign Conversion Rate,North,Beer,Low-Value,SMS,Winter,High Value,115.91,2024-09
2024-09-12,Campaign Conversion Rate,North,Beer,Low-Value,Direct Mail,Summer,High Value,119.73,2024-09
2024-09-13,Campaign Conversion Rate,North,Wine,High-Value,Email,Spring,Mid Value,61.46,2024-09
2024-09-14,Campaign Conversion Rate,North,Wine,High-Value,Social Media,Winter,Mid Value,122.07,2024-09
2024-09-15,Campaign Conversion Rate,North,Wine,High-Value,SMS,Summer,Low Value,65.51,2024-09
2024-09-16,Campaign Conversion Rate,North,Wine,High-Value,Direct Mail,Summer,High Value,89.32,2024-09
2024-09-17,Campaign Conversion Rate,North,Wine,Medium-Value,Email,Fall,Low Value,72.78,2024-09
2024-09-18,Campaign Conversion Rate,North,Wine,Medium-Value,Social Media,Winter,Low Value,113.82,2024-09
2024-09-19,Campaign Conversion Rate,North,Wine,Medium-Value,SMS,Fall,Mid Value,72.6,2024-09
2024-09-20,Campaign Conversion Rate,North,Wine,Medium-Value,Direct Mail,Spring,High Value,69.12,2024-09
2024-09-21,Campaign Conversion Rate,North,Wine,Low-Value,Email,Winter,Mid Value,146.67,2024-09
2024-09-22,Campaign Conversion Rate,North,Wine,Low-Value,Social Media,Summer,High Value,149.29,2024-09
2024-09-23,Campaign Conversion Rate,North,Wine,Low-Value,SMS,Winter,Mid Value,71.75,2024-09
2024-09-24,Campaign Conversion Rate,North,Wine,Low-Value,Direct Mail,Spring,High Value,179.9,2024-09
2024-09-25,Campaign Conversion Rate,North,Spirits,High-Value,Email,Spring,Low Value,76.87,2024-09
2024-09-26,Campaign Conversion Rate,North,Spirits,High-Value,Social Media,Fall,High Value,85.92,2024-09
2024-09-27,Campaign Conversion Rate,North,Spirits,High-Value,SMS,Summer,High Value,146.57,2024-09
2024-09-28,Campaign Conversion Rate,North,Spirits,High-Value,Direct Mail,Spring,Mid Value,122.13,2024-09
2024-09-29,Campaign Conversion Rate,North,Spirits,Medium-Value,Email,Summer,Mid Value,72.1,2024-09
2024-09-30,Campaign Conversion Rate,North,Spirits,Medium-Value,Social Media,Fall,Low Value,85.02,2024-09
2024-10-01,Product Affinity Score,North,Beer,High-Value,Email,Spring,Low Value,103.63,2024-10
2024-10-02,Product Affinity Score,North,Beer,High-Value,Social Media,Summer,High Value,85.13,2024-10
2024-10-03,Product Affinity Score,North,Beer,High-Value,SMS,Summer,High Value,82.67,2024-10
2024-10-04,Product Affinity Score,North,Beer,High-Value,Direct Mail,Fall,Mid Value,110.89,2024-10
2024-10-05,Product Affinity Score,North,Beer,Medium-Value,Email,Spring,Mid Value,80.71,2024-10
2024-10-06,Product Affinity Score,North,Beer,Medium-Value,Social Media,Summer,High Value,133.86,2024-10
2024-10-07,Product Affinity Score,North,Beer,Medium-Value,SMS,Fall,High Value,143.08,2024-10
2024-10-08,Product Affinity Score,North,Beer,Medium-Value,Direct Mail,Summer,High Value,64.43,2024-10
2024-10-09,Product Affinity Score,North,Beer,Low-Value,Email,Spring,High Value,111.44,2024-10
2024-10-10,Product Affinity Score,North,Beer,Low-Value,Social Media,Winter,High Value,109.9,2024-10
2024-10-11,Product Affinity Score,North,Beer,Low-Value,SMS,Spring,Mid Value,97.96,2024-10
2024-10-12,Product Affinity Score,North,Beer,Low-Value,Direct Mail,Spring,Mid Value,93.27,2024-10
2024-10-13,Product Affinity Score,North,Wine,High-Value,Email,Fall,Low Value,95.12,2024-10
2024-10-14,Product Affinity Score,North,Wine,High-Value,Social Media,Summer,Mid Value,80.36,2024-10
2024-10-15,Product Affinity Score,North,Wine,High-Value,SMS,Spring,Low Value,52.31,2024-10
2024-10-16,Product Affinity Score,North,Wine,High-Value,Direct Mail,Spring,Low Value,134.51,2024-10
2024-10-17,Product Affinity Score,North,Wine,Medium-Value,Email,Winter,High Value,54.6,2024-10
2024-10-18,Product Affinity Score,North,Wine,Medium-Value,Social Media,Winter,High Value,76.37,2024-10
